Hours_Studied,Attendance,Parental_Involvement,Access_to_Resources,Sleep_Hours,Previous_Scores,Motivation_Level,Tutoring_Sessions,Family_Income,Teacher_Quality,Physical_Activity,Parental_Education_Level,Distance_from_Home,Exam_Score,Gender_Female,Gender_Male,School_Type_Private,School_Type_Public,Extracurricular_Activities_No,Extracurricular_Activities_Yes,Internet_Access_No,Internet_Access_Yes,Learning_Disabilities_No,Learning_Disabilities_Yes,Peer_Influence_Negative,Peer_Influence_Neutral,Peer_Influence_Positive
32,81,3,2,6,59,3,2,3,2,2,1,2,71,True,False,False,True,True,False,False,True,True,False,False,True,False
15,96,3,3,9,82,2,2,1,1,3,1,1,70,True,False,True,False,True,False,False,True,True,False,False,True,False
10,73,2,1,9,58,1,5,1,2,3,1,2,61,False,True,True,False,False,True,False,True,True,False,True,False,False
17,83,3,2,6,98,2,0,2,2,3,1,1,69,False,True,False,True,False,True,False,True,True,False,False,False,True
8,80,1,2,6,85,2,1,1,3,3,3,1,63,False,True,False,True,False,True,False,True,True,False,True,False,False
25,80,2,2,10,88,1,0,1,3,2,2,2,67,False,True,True,False,False,True,False,True,True,False,True,False,False
8,78,3,2,7,84,2,0,2,2,2,2,1,65,False,True,False,True,False,True,False,True,True,False,False,False,True
20,68,3,2,7,55,3,0,1,1,3,1,1,63,True,False,False,True,False,True,False,True,False,True,False,False,True
8,90,2,2,7,73,3,3,3,1,4,3,1,67,False,True,True,False,True,False,False,True,True,False,True,False,False
18,78,1,3,9,83,2,2,1,2,2,3,2,66,True,False,True,False,False,True,False,True,True,False,True,False,False
30,98,1,2,10,61,2,0,1,2,3,3,2,72,False,True,False,True,False,True,False,True,True,False,False,False,True
22,70,2,3,7,84,1,3,1,3,5,1,1,68,False,True,False,True,True,False,False,True,True,False,False,False,True
15,87,3,2,10,91,2,1,1,1,4,1,2,67,False,True,False,True,False,True,False,True,True,False,False,True,False
20,98,2,2,6,64,2,1,3,3,3,3,2,72,False,True,True,False,False,True,False,True,True,False,False,False,True
20,87,2,3,7,60,2,0,1,2,2,1,3,66,True,False,False,True,False,True,False,True,False,True,False,False,True
23,95,2,2,8,94,2,1,2,2,4,1,1,73,False,True,False,True,False,True,False,True,True,False,False,False,True
12,93,3,3,6,50,1,4,3,3,3,3,2,71,False,True,False,True,False,True,False,True,True,False,False,False,True
24,74,1,1,8,63,3,1,1,3,3,1,2,65,False,True,False,True,False,True,False,True,True,False,False,False,True
4,84,2,2,6,70,2,5,2,3,4,1,1,65,False,True,True,False,False,True,False,True,True,False,False,True,False
16,66,3,2,5,84,2,2,2,2,3,1,1,65,True,False,True,False,False,True,False,True,True,False,False,True,False
17,81,2,2,4,100,1,2,2,3,2,2,1,68,False,True,True,False,False,True,False,True,True,False,False,True,False
24,69,3,2,7,69,2,7,3,2,3,2,1,70,True,False,False,True,True,False,True,False,True,False,False,False,True
20,90,2,1,8,97,1,1,2,1,2,1,1,68,True,False,True,False,False,True,False,True,True,False,False,True,False
12,81,1,2,5,68,3,0,1,3,2,1,1,62,False,True,True,False,False,True,False,True,True,False,True,False,False
14,76,2,2,7,85,3,3,1,2,3,2,1,66,False,True,True,False,True,False,False,True,True,False,False,True,False
21,71,2,2,7,58,1,3,1,2,5,2,1,65,True,False,False,True,True,False,False,True,True,False,True,False,False
20,100,2,2,7,73,2,1,1,2,4,2,1,71,True,False,False,True,False,True,False,True,True,False,False,True,False
17,63,2,2,6,94,1,0,2,2,2,1,2,61,False,True,False,True,True,False,False,True,True,False,True,False,False
17,62,2,2,7,66,3,2,3,2,4,1,2,63,False,True,False,True,True,False,False,True,True,False,False,True,False
24,69,2,3,7,55,1,3,2,3,4,1,1,67,False,True,False,True,False,True,False,True,True,False,False,True,False
17,99,2,2,8,76,1,2,3,2,4,3,1,70,False,True,False,True,True,False,True,False,True,False,False,False,True
19,99,2,2,5,72,1,3,2,3,4,3,1,73,False,True,True,False,False,True,False,True,True,False,False,True,False
33,86,2,2,7,61,2,1,3,2,3,1,1,72,False,True,False,True,True,False,False,True,True,False,False,False,True
11,95,2,2,5,95,1,1,1,3,3,3,1,69,False,True,False,True,False,True,False,True,True,False,False,False,True
9,69,1,2,7,80,2,1,2,2,3,2,2,61,False,True,True,False,False,True,False,True,True,False,False,True,False
25,99,2,2,5,67,2,1,1,3,3,1,1,71,False,True,False,True,True,False,False,True,True,False,False,True,False
16,66,2,2,6,100,2,1,2,2,3,1,2,64,True,False,False,True,False,True,False,True,True,False,False,True,False
18,64,1,2,7,57,2,1,3,2,3,1,2,61,False,True,False,True,False,True,False,True,True,False,False,True,False
15,64,2,2,6,92,1,3,1,2,4,2,1,63,True,False,False,True,True,False,False,True,True,False,True,False,False
18,83,2,1,9,62,3,2,1,2,2,1,1,65,False,True,False,True,False,True,False,True,True,False,True,False,False
30,91,3,2,9,62,1,3,1,3,4,3,1,73,True,False,False,True,True,False,False,True,True,False,True,False,False
25,75,2,1,8,75,3,2,3,3,4,3,1,68,False,True,True,False,False,True,False,True,False,True,True,False,False
25,99,2,2,8,83,2,1,2,2,2,2,1,72,True,False,False,True,True,False,False,True,True,False,False,True,False
12,77,1,1,7,85,2,1,2,2,3,2,3,62,False,True,False,True,False,True,False,True,True,False,False,False,True
13,66,3,2,9,51,1,3,2,2,2,3,2,63,False,True,True,False,False,True,False,True,True,False,False,False,True
15,87,2,2,10,83,2,1,3,3,3,1,1,68,False,True,True,False,True,False,False,True,True,False,False,False,True
26,93,3,3,6,94,1,1,2,3,2,1,1,74,True,False,False,True,False,True,False,True,True,False,True,False,False
23,78,2,2,5,83,2,1,2,2,3,1,1,68,False,True,False,True,False,True,False,True,True,False,False,False,True
19,84,2,2,5,63,2,1,3,2,2,1,1,67,False,True,True,False,False,True,False,True,True,False,False,False,True
20,71,2,2,5,75,1,0,2,2,4,1,1,65,False,True,True,False,False,True,False,True,True,False,False,False,True
16,86,1,1,5,82,1,0,1,2,4,1,2,63,True,False,False,True,False,True,False,True,True,False,False,True,False
21,99,2,1,7,57,3,2,2,2,2,3,1,71,False,True,False,True,True,False,False,True,True,False,False,True,False
25,62,2,1,8,77,2,0,2,1,4,2,3,62,True,False,False,True,False,True,False,True,True,False,True,False,False
10,95,3,1,7,74,3,2,1,2,3,1,3,66,False,True,False,True,False,True,False,True,True,False,True,False,False
22,82,1,2,5,67,1,1,1,3,1,3,1,65,True,False,True,False,True,False,False,True,False,True,False,True,False
26,70,3,2,6,81,1,0,1,3,3,1,2,66,False,True,False,True,True,False,False,True,True,False,False,True,False
18,98,3,1,8,82,2,3,2,3,3,2,1,71,False,True,False,True,True,False,False,True,True,False,True,False,False
24,79,1,3,6,99,3,2,1,3,3,1,1,68,False,True,False,True,True,False,True,False,True,False,True,False,False
37,73,2,3,6,71,2,0,3,3,5,1,2,72,False,True,False,True,False,True,False,True,True,False,False,False,True
19,67,2,3,5,77,2,1,2,3,4,3,1,66,False,True,True,False,True,False,False,True,True,False,True,False,False
22,70,2,1,6,58,1,4,3,2,2,3,2,66,False,True,False,True,False,True,False,True,True,False,False,False,True
16,93,1,3,6,77,3,2,1,2,1,1,2,67,False,True,False,True,True,False,False,True,True,False,True,False,False
21,85,1,3,7,52,2,5,3,3,3,3,2,71,False,True,False,True,False,True,False,True,True,False,False,False,True
23,97,3,3,8,57,1,2,3,2,1,3,3,72,False,True,False,True,False,True,True,False,True,False,False,False,True
21,69,1,2,7,59,2,3,1,2,3,3,1,64,False,True,False,True,True,False,False,True,True,False,False,True,False
14,65,1,3,7,82,1,1,1,1,3,1,1,60,False,True,False,True,True,False,False,True,True,False,True,False,False
21,60,3,1,8,78,2,2,2,3,2,1,1,64,True,False,False,True,True,False,False,True,True,False,False,False,True
29,80,2,1,5,90,2,2,2,1,1,2,1,70,True,False,False,True,False,True,False,True,True,False,False,False,True
23,100,2,1,10,73,2,3,2,2,2,2,1,72,False,True,True,False,False,True,False,True,True,False,False,True,False
26,88,2,3,6,74,2,0,1,2,2,1,2,68,True,False,False,True,True,False,False,True,True,False,True,False,False
19,72,2,1,8,58,2,0,2,1,3,1,1,62,True,False,False,True,False,True,False,True,True,False,False,True,False
24,95,2,1,5,87,2,0,1,2,2,1,3,68,False,True,False,True,True,False,False,True,True,False,False,True,False
22,91,3,3,7,50,2,2,1,2,5,3,2,72,False,True,False,True,False,True,False,True,True,False,False,False,True
14,61,2,1,7,71,2,0,2,1,1,3,1,60,True,False,True,False,False,True,False,True,True,False,False,True,False
22,93,2,3,9,59,1,3,1,3,4,3,1,72,True,False,False,True,True,False,False,True,True,False,False,False,True
14,72,1,3,7,89,2,2,2,2,3,1,1,65,True,False,False,True,True,False,False,True,True,False,False,False,True
16,66,2,1,9,84,3,3,1,1,4,1,1,63,True,False,False,True,True,False,False,True,True,False,False,False,True
21,69,2,1,7,85,2,2,2,2,0,3,1,66,False,True,True,False,False,True,False,True,True,False,False,False,True
22,79,1,2,10,57,1,1,2,3,2,1,1,65,False,True,False,True,True,False,False,True,True,False,False,False,True
13,77,2,3,4,83,2,1,2,3,2,3,2,65,False,True,False,True,True,False,False,True,True,False,True,False,False
26,72,1,3,8,85,2,2,1,2,3,1,1,67,False,True,False,True,True,False,False,True,True,False,True,False,False
23,67,2,2,4,50,1,4,1,2,3,2,2,65,False,True,True,False,True,False,False,True,True,False,False,False,True
16,90,3,2,7,66,2,0,3,3,3,1,2,67,False,True,False,True,True,False,False,True,True,False,True,False,False
11,100,2,2,9,54,1,1,1,2,3,3,1,66,False,True,False,True,False,True,False,True,True,False,True,False,False
19,91,1,3,9,84,3,2,3,3,3,1,1,71,False,True,False,True,False,True,False,True,False,True,False,False,True
17,72,2,2,8,61,2,1,2,2,4,3,2,64,False,True,False,True,True,False,False,True,True,False,False,True,False
21,70,1,1,7,63,2,0,2,2,2,1,3,61,False,True,False,True,True,False,False,True,True,False,False,False,True
18,69,3,3,8,54,1,1,3,3,2,1,1,65,False,True,True,False,False,True,False,True,True,False,False,True,False
8,65,2,2,10,74,2,1,2,3,5,1,1,61,False,True,True,False,True,False,False,True,True,False,False,False,True
18,82,3,1,7,52,1,1,1,2,4,1,1,64,True,False,False,True,True,False,False,True,True,False,True,False,False
18,84,3,3,8,92,1,0,1,3,3,2,1,69,True,False,False,True,False,True,False,True,True,False,True,False,False
24,88,2,2,6,51,3,4,2,1,4,1,1,71,False,True,False,True,False,True,False,True,True,False,False,False,True
16,87,3,2,9,53,3,3,2,3,5,2,1,70,False,True,True,False,True,False,False,True,True,False,False,True,False
30,72,3,2,8,82,3,1,1,2,1,2,2,70,True,False,False,True,False,True,False,True,True,False,False,False,True
9,73,2,2,6,96,1,0,1,3,2,1,1,62,False,True,False,True,False,True,False,True,True,False,False,False,True
28,87,2,2,8,95,2,2,2,1,3,3,1,73,True,False,True,False,True,False,False,True,True,False,False,False,True
19,74,2,3,8,54,3,0,2,2,3,2,1,66,False,True,False,True,True,False,False,True,True,False,False,False,True
25,69,2,2,8,64,2,1,3,1,3,3,2,66,True,False,False,True,False,True,False,True,True,False,True,False,False
20,75,1,2,7,76,2,3,3,3,3,2,1,66,True,False,True,False,True,False,False,True,True,False,True,False,False
27,71,2,2,9,51,2,3,3,2,1,2,3,66,True,False,False,True,False,True,True,False,True,False,False,True,False
18,64,2,2,6,76,2,2,2,3,4,1,1,65,False,True,False,True,False,True,False,True,True,False,False,False,True
13,93,1,1,7,72,3,2,2,2,2,3,1,67,True,False,True,False,True,False,False,True,True,False,False,False,True
19,69,2,2,9,96,2,0,3,3,3,1,2,66,True,False,True,False,False,True,False,True,True,False,False,False,True
21,63,2,2,6,64,1,1,3,3,3,1,1,63,False,True,False,True,False,True,False,True,True,False,True,False,False
27,90,2,2,7,82,2,0,2,2,3,2,2,71,True,False,False,True,True,False,False,True,True,False,False,False,True
14,68,2,3,6,71,1,1,2,2,3,2,2,63,False,True,False,True,True,False,False,True,True,False,False,False,True
24,76,3,1,7,72,1,1,3,2,2,2,2,67,False,True,False,True,False,True,False,True,True,False,False,False,True
16,63,2,2,8,82,2,0,3,2,3,1,1,63,False,True,False,True,False,True,False,True,True,False,False,True,False
19,69,3,2,5,98,2,0,3,2,4,1,2,66,False,True,False,True,False,True,False,True,True,False,False,True,False
20,92,2,2,9,93,1,3,3,2,2,2,1,72,True,False,False,True,False,True,False,True,True,False,False,False,True
11,92,3,2,8,82,3,4,2,2,2,3,1,70,True,False,True,False,False,True,False,True,True,False,True,False,False
15,68,3,1,6,73,2,0,2,2,3,2,1,62,False,True,False,True,False,True,True,False,True,False,False,False,True
28,73,3,2,6,71,2,0,2,3,2,2,2,69,True,False,True,False,False,True,False,True,True,False,False,False,True
25,65,1,2,9,89,2,2,2,3,3,1,1,66,True,False,False,True,False,True,False,True,True,False,False,True,False
20,63,2,2,8,61,2,2,3,2,3,1,1,64,False,True,False,True,False,True,False,True,True,False,False,True,False
21,100,1,2,6,79,2,2,1,2,1,1,1,70,True,False,False,True,False,True,False,True,True,False,False,True,False
18,86,2,2,6,75,3,0,1,3,4,1,1,67,False,True,False,True,True,False,False,True,True,False,False,True,False
28,82,2,3,8,82,1,1,2,2,2,3,1,71,False,True,True,False,False,True,False,True,True,False,True,False,False
19,91,2,2,8,59,3,1,3,2,2,3,1,69,False,True,False,True,True,False,False,True,True,False,False,True,False
21,94,3,1,8,85,2,1,2,2,4,2,1,70,False,True,False,True,True,False,False,True,True,False,True,False,False
27,92,2,2,7,81,2,0,1,2,1,2,1,70,False,True,False,True,False,True,False,True,True,False,True,False,False
15,61,3,1,8,59,2,1,2,2,2,3,2,61,True,False,False,True,False,True,False,True,True,False,False,True,False
29,67,1,3,7,72,2,0,2,3,3,1,1,65,True,False,False,True,True,False,True,False,True,False,False,True,False
11,86,2,3,6,84,2,0,3,3,3,1,1,67,False,True,True,False,False,True,False,True,True,False,False,True,False
30,75,2,1,9,95,1,1,3,2,5,3,1,70,False,True,False,True,False,True,False,True,True,False,True,False,False
18,99,2,2,8,56,2,2,1,3,3,1,1,67,False,True,True,False,True,False,True,False,True,False,True,False,False
19,87,1,3,6,50,2,3,1,2,2,3,1,68,False,True,False,True,False,True,False,True,True,False,False,True,False
9,98,3,3,7,58,2,2,2,2,4,2,1,69,False,True,False,True,True,False,False,True,True,False,True,False,False
17,68,2,2,7,99,2,1,2,1,1,3,1,65,False,True,True,False,True,False,False,True,True,False,False,True,False
14,95,3,2,6,88,2,2,1,1,2,1,3,68,False,True,False,True,False,True,False,True,True,False,False,True,False
16,73,3,2,7,81,2,1,3,3,4,3,1,67,False,True,False,True,False,True,False,True,True,False,True,False,False
19,100,2,3,6,57,2,1,3,2,2,1,1,70,False,True,True,False,False,True,False,True,False,True,False,False,True
26,66,3,3,8,71,3,2,2,2,3,1,1,68,True,False,False,True,True,False,False,True,True,False,False,True,False
21,81,3,2,7,86,2,1,1,2,4,2,1,69,False,True,False,True,False,True,False,True,True,False,False,True,False
22,92,3,1,5,95,1,0,1,1,3,3,1,70,False,True,False,True,False,True,False,True,True,False,False,False,True
13,77,3,3,7,69,2,2,1,3,5,2,2,67,False,True,True,False,False,True,False,True,True,False,False,True,False
15,79,3,3,6,100,2,4,1,2,3,2,1,70,True,False,False,True,False,True,False,True,True,False,False,True,False
31,99,2,1,4,57,3,1,3,3,2,3,2,74,True,False,False,True,False,True,False,True,True,False,False,True,False
16,77,2,1,7,69,1,1,1,3,4,1,1,63,True,False,False,True,False,True,False,True,True,False,False,True,False
30,84,3,2,9,94,2,1,1,3,2,1,1,72,True,False,True,False,False,True,False,True,False,True,False,False,True
19,62,3,2,7,82,1,0,1,1,5,3,1,62,False,True,True,False,True,False,False,True,False,True,False,True,False
20,94,2,2,8,91,2,1,1,2,2,3,1,71,True,False,False,True,True,False,False,True,True,False,False,False,True
26,86,2,1,7,95,2,0,1,3,5,1,2,68,False,True,False,True,True,False,False,True,True,False,True,False,False
28,76,2,3,6,75,3,3,3,2,3,1,1,72,False,True,False,True,False,True,False,True,True,False,False,False,True
19,61,2,3,6,62,3,1,3,2,2,3,2,64,True,False,False,True,False,True,False,True,True,False,False,True,False
18,84,1,1,5,85,2,0,2,2,4,1,2,64,False,True,False,True,True,False,False,True,True,False,False,True,False
20,61,1,3,8,78,2,0,1,2,5,1,1,63,True,False,True,False,False,True,False,True,True,False,False,False,True
22,60,3,2,8,89,2,2,2,3,4,2,2,66,False,True,True,False,False,True,False,True,True,False,False,True,False
25,85,2,2,7,76,2,2,3,2,2,2,1,71,True,False,False,True,False,True,False,True,True,False,False,False,True
20,68,2,3,4,91,3,4,3,2,4,2,1,70,False,True,True,False,False,True,False,True,True,False,False,False,True
24,68,3,2,8,95,1,3,2,2,0,1,2,67,False,True,False,True,False,True,False,True,True,False,False,False,True
30,86,3,3,6,87,2,0,1,1,4,2,1,73,True,False,True,False,False,True,False,True,True,False,False,False,True
22,62,1,2,7,87,2,2,3,1,3,1,1,64,True,False,False,True,False,True,False,True,True,False,False,True,False
22,73,1,2,5,79,2,4,2,1,1,3,2,65,True,False,False,True,True,False,False,True,True,False,True,False,False
11,66,2,2,7,74,2,3,2,3,3,1,3,62,True,False,True,False,False,True,False,True,True,False,False,True,False
4,83,3,2,7,99,1,1,1,1,3,2,1,64,True,False,True,False,True,False,False,True,True,False,False,True,False
22,86,1,2,4,82,1,1,1,1,5,2,2,67,False,True,True,False,True,False,False,True,True,False,False,False,True
19,89,2,3,9,92,3,5,2,2,3,3,1,74,False,True,True,False,True,False,False,True,True,False,False,False,True
17,70,3,2,7,75,2,1,1,2,4,2,3,63,False,True,True,False,True,False,False,True,False,True,False,True,False
21,64,3,1,7,78,1,1,2,2,4,1,1,64,False,True,False,True,False,True,False,True,True,False,False,False,True
20,63,2,1,8,83,1,4,2,2,3,3,2,64,True,False,False,True,True,False,False,True,True,False,False,True,False
27,77,1,3,7,86,3,1,3,3,3,2,1,70,False,True,False,True,True,False,False,True,True,False,True,False,False
21,98,2,2,8,72,2,3,1,1,3,1,2,71,True,False,False,True,False,True,False,True,True,False,False,False,True
16,69,2,2,5,68,2,0,2,3,4,2,2,63,False,True,False,True,False,True,False,True,True,False,False,True,False
26,70,2,3,7,62,2,0,1,2,1,2,1,66,True,False,True,False,False,True,False,True,True,False,True,False,False
19,64,2,3,4,71,2,1,3,2,3,1,1,65,False,True,False,True,False,True,False,True,True,False,False,True,False
23,84,2,3,7,61,2,2,2,3,5,2,2,70,False,True,False,True,True,False,False,True,True,False,False,True,False
17,87,1,1,9,71,2,2,1,2,3,2,2,65,True,False,False,True,False,True,False,True,True,False,False,True,False
16,86,3,2,5,94,3,0,2,2,2,1,1,68,False,True,False,True,False,True,False,True,True,False,True,False,False
21,94,2,3,6,99,2,1,2,3,2,1,1,72,False,True,True,False,True,False,False,True,True,False,False,True,False
20,79,2,3,4,79,1,0,2,3,4,1,2,67,False,True,True,False,False,True,False,True,True,False,False,True,False
23,65,3,3,7,57,1,1,3,2,4,1,1,65,False,True,False,True,True,False,True,False,True,False,False,True,False
18,72,2,2,8,71,1,2,3,2,4,3,1,66,False,True,False,True,True,False,False,True,True,False,False,False,True
9,86,3,3,8,80,2,1,1,2,5,2,3,67,True,False,False,True,True,False,False,True,True,False,False,False,True
17,85,2,1,6,69,2,1,2,2,3,3,1,65,False,True,True,False,True,False,False,True,False,True,False,True,False
25,81,2,2,4,60,2,2,2,2,3,1,1,68,False,True,True,False,True,False,False,True,True,False,False,True,False
18,87,2,2,5,61,3,2,2,2,1,1,1,68,False,True,False,True,True,False,False,True,True,False,False,False,True
19,85,2,3,9,74,2,1,3,2,3,2,2,69,True,False,False,True,False,True,False,True,True,False,False,True,False
26,95,2,1,8,61,2,2,2,2,2,3,1,71,True,False,True,False,False,True,False,True,True,False,False,True,False
16,83,2,2,7,62,2,0,1,2,1,3,2,64,False,True,True,False,False,True,False,True,False,True,False,True,False
11,91,1,3,7,94,2,1,2,2,3,1,2,65,False,True,False,True,True,False,False,True,False,True,False,True,False
19,70,2,2,5,89,2,1,1,3,2,1,1,64,False,True,True,False,True,False,False,True,True,False,False,True,False
17,87,2,2,9,53,1,3,1,2,3,3,2,67,True,False,False,True,False,True,False,True,True,False,False,False,True
14,96,2,3,6,66,2,3,2,2,2,2,1,70,True,False,False,True,True,False,False,True,True,False,False,False,True
19,75,2,3,8,77,2,1,1,1,4,1,2,66,True,False,False,True,True,False,False,True,True,False,False,False,True
23,91,3,2,5,53,1,3,2,3,3,1,1,70,False,True,True,False,True,False,False,True,True,False,True,False,False
20,89,2,3,7,84,1,1,3,3,4,1,2,70,False,True,False,True,False,True,False,True,True,False,False,True,False
22,62,3,2,9,69,1,1,3,1,3,2,1,64,False,True,True,False,False,True,False,True,True,False,True,False,False
31,83,1,3,6,70,2,3,1,2,3,2,1,71,False,True,True,False,False,True,False,True,True,False,True,False,False
18,65,2,3,8,63,2,1,2,2,3,1,3,63,False,True,False,True,False,True,False,True,True,False,False,False,True
22,99,2,2,5,67,3,1,2,3,3,2,1,72,False,True,True,False,False,True,False,True,True,False,True,False,False
17,92,3,3,6,93,2,4,2,1,4,2,2,72,True,False,True,False,True,False,False,True,True,False,False,True,False
15,64,3,1,7,89,1,0,1,2,2,1,1,61,False,True,False,True,False,True,False,True,True,False,True,False,False
16,65,3,1,8,97,3,2,1,2,4,1,1,63,True,False,False,True,False,True,False,True,False,True,True,False,False
17,84,1,3,7,85,3,0,2,2,2,2,2,67,False,True,True,False,True,False,False,True,True,False,False,False,True
22,74,3,1,8,79,1,3,2,2,1,1,1,67,True,False,False,True,False,True,False,True,True,False,False,True,False
34,61,2,1,9,63,1,2,2,2,5,1,2,65,True,False,False,True,True,False,False,True,True,False,False,True,False
16,82,1,2,6,83,2,0,2,2,2,1,1,64,True,False,False,True,True,False,False,True,True,False,True,False,False
18,76,2,1,5,95,3,2,3,3,6,3,1,69,True,False,False,True,True,False,False,True,True,False,False,False,True
20,64,2,3,6,53,3,4,3,2,4,2,2,65,True,False,True,False,True,False,True,False,True,False,False,True,False
22,92,3,3,9,72,1,1,1,3,4,3,1,71,False,True,False,True,True,False,False,True,False,True,False,True,False
22,97,2,2,6,57,2,0,2,3,2,1,1,70,False,True,True,False,False,True,False,True,True,False,False,False,True
5,93,2,2,7,81,2,1,1,3,2,2,1,65,True,False,False,True,False,True,True,False,True,False,False,True,False
6,69,3,2,10,94,2,1,2,2,4,3,1,63,True,False,True,False,False,True,True,False,True,False,False,True,False
17,71,2,2,10,53,1,0,1,1,3,1,2,61,False,True,False,True,False,True,False,True,True,False,False,False,True
27,68,2,1,9,95,2,1,1,2,3,2,2,67,False,True,False,True,False,True,False,True,True,False,False,False,True
11,91,2,2,5,53,2,0,1,2,2,3,1,64,True,False,True,False,True,False,False,True,True,False,False,True,False
2,98,3,2,4,64,2,1,1,3,2,1,1,65,True,False,True,False,True,False,False,True,True,False,False,True,False
23,89,3,3,7,58,2,2,2,3,3,3,2,73,False,True,True,False,False,True,False,True,True,False,False,False,True
21,95,2,3,8,57,1,1,1,2,3,1,1,69,False,True,False,True,False,True,True,False,True,False,False,False,True
13,86,2,3,8,59,2,3,2,2,3,1,1,67,False,True,False,True,True,False,False,True,True,False,False,True,False
14,76,3,2,6,74,1,0,3,2,2,2,3,63,False,True,True,False,True,False,False,True,False,True,False,False,True
14,77,3,3,5,89,1,0,2,2,2,2,1,67,False,True,True,False,False,True,False,True,True,False,False,False,True
21,63,1,3,8,95,2,2,3,2,5,1,1,66,False,True,False,True,False,True,False,True,True,False,False,True,False
16,61,2,3,10,78,2,2,1,3,2,2,2,64,True,False,False,True,False,True,False,True,True,False,False,False,True
23,88,3,1,6,58,2,2,1,2,2,1,2,68,False,True,False,True,False,True,False,True,True,False,False,True,False
3,78,2,2,8,54,3,2,3,2,4,1,2,61,False,True,False,True,True,False,False,True,True,False,False,False,True
15,82,2,2,10,75,2,1,3,2,1,2,1,66,True,False,False,True,False,True,False,True,True,False,True,False,False
13,82,2,2,7,88,2,0,1,2,2,1,1,65,True,False,False,True,False,True,False,True,True,False,False,True,False
18,71,2,3,7,81,2,0,2,2,4,2,2,65,True,False,False,True,False,True,False,True,True,False,True,False,False
17,79,2,2,8,79,2,3,2,3,5,3,1,67,False,True,True,False,True,False,False,True,False,True,False,True,False
25,79,3,2,7,52,2,1,2,2,2,3,2,68,True,False,False,True,False,True,False,True,True,False,True,False,False
9,76,2,2,9,71,2,1,2,3,3,2,1,63,False,True,False,True,False,True,False,True,True,False,False,True,False
20,93,3,2,6,78,1,1,1,2,3,2,2,70,True,False,False,True,True,False,False,True,True,False,False,False,True
23,78,3,3,7,80,2,0,1,2,2,1,1,68,True,False,True,False,True,False,False,True,True,False,False,True,False
31,84,2,2,5,50,2,2,1,3,3,1,1,69,False,True,True,False,True,False,True,False,True,False,False,False,True
17,96,3,2,7,60,1,0,1,2,2,2,1,67,False,True,True,False,False,True,False,True,False,True,False,True,False
22,95,2,2,5,97,2,0,1,1,3,1,2,69,False,True,False,True,True,False,False,True,True,False,False,True,False
9,96,2,1,8,75,1,1,1,3,4,1,1,65,True,False,True,False,False,True,False,True,False,True,False,False,True
6,71,2,3,5,85,2,1,1,2,2,1,2,61,False,True,False,True,False,True,False,True,True,False,False,False,True
25,61,2,3,8,65,1,3,1,1,3,2,1,65,True,False,False,True,False,True,False,True,True,False,False,True,False
20,70,1,2,6,79,1,4,2,2,4,3,1,67,False,True,False,True,False,True,False,True,True,False,False,False,True
27,71,2,3,10,68,2,1,1,2,2,1,2,66,False,True,False,True,False,True,False,True,True,False,True,False,False
12,96,2,2,9,65,2,2,3,3,4,3,1,69,True,False,True,False,True,False,False,True,False,True,False,True,False
23,86,2,2,8,71,3,3,2,2,4,2,1,71,True,False,False,True,False,True,False,True,True,False,False,True,False
31,63,3,3,5,73,2,1,3,1,2,1,1,68,True,False,False,True,True,False,False,True,True,False,False,False,True
23,65,3,2,6,67,3,3,2,2,5,1,2,65,False,True,True,False,True,False,True,False,True,False,True,False,False
22,66,2,2,6,63,3,1,1,2,5,3,3,64,False,True,True,False,True,False,False,True,True,False,False,True,False
20,85,2,1,6,81,1,1,3,3,3,2,1,68,False,True,True,False,True,False,False,True,True,False,False,False,True
11,89,1,3,9,69,1,1,1,1,3,1,1,64,False,True,False,True,True,False,False,True,True,False,False,True,False
28,94,2,3,7,60,1,1,1,2,3,1,1,71,False,True,False,True,True,False,False,True,True,False,False,False,True
16,98,3,2,6,88,2,1,1,2,3,3,2,70,True,False,False,True,True,False,False,True,True,False,False,True,False
23,68,3,2,6,86,2,0,2,2,2,3,1,68,False,True,False,True,False,True,False,True,True,False,False,False,True
11,72,2,2,6,94,1,2,2,2,3,1,2,63,False,True,False,True,False,True,False,True,True,False,False,False,True
13,70,2,3,8,78,2,0,1,2,3,1,1,61,False,True,True,False,False,True,False,True,False,True,True,False,False
29,74,2,1,5,64,2,2,2,2,1,2,2,66,False,True,False,True,True,False,False,True,True,False,False,True,False
18,97,2,3,7,93,2,5,3,2,4,2,1,75,True,False,False,True,False,True,False,True,True,False,False,False,True
29,83,3,3,8,64,2,2,2,3,1,1,3,71,False,True,False,True,False,True,False,True,True,False,False,True,False
20,90,2,2,4,83,3,1,1,1,3,2,1,69,False,True,False,True,False,True,False,True,True,False,False,False,True
9,80,3,1,5,60,2,2,1,2,3,1,1,62,False,True,True,False,True,False,False,True,True,False,False,True,False
25,61,2,2,7,81,3,0,2,2,4,1,2,65,True,False,False,True,True,False,False,True,True,False,False,False,True
16,63,2,1,9,92,2,0,1,2,3,2,2,61,True,False,True,False,True,False,False,True,True,False,False,False,True
24,82,2,2,9,77,2,3,2,2,2,1,1,69,True,False,False,True,True,False,False,True,True,False,False,False,True
20,89,1,1,6,74,1,1,2,1,3,3,3,66,False,True,True,False,False,True,False,True,True,False,False,False,True
